activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_25917155,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,-0.87,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917156,CM00282,PARENT0783,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,-0.8,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917157,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,0.84,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917158,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,-0.39,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917159,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,0.43,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917160,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,0.36,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917161,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,0.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917162,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,0.74,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917163,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526942,PAM_functional_cAMP,cAMP,log(activity),=,0.48,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917164,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,1.8,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917165,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917166,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,1.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917167,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917168,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,1.9,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917169,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917170,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.9,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917171,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,15.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917172,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,1.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917173,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917174,CM00282,PARENT0783,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917175,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,6.8,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917176,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917177,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,2.7,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917178,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,2.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917179,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,3.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917180,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,5.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917181,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526943,PAM_functional_cAMP,cAMP,Activity,=,3.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917182,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.53,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917183,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.08,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917184,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.04,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917185,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.84,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917186,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.03,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917187,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.44,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917188,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.48,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917189,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,2.12,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917190,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.74,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917191,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.24,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917192,CM00282,PARENT0783,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.16,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917193,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.99,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917194,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,0.64,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917195,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.51,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917196,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.81,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917197,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.07,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917198,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.39,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917199,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526944,PAM_functional_cAMP,cAMP,log(activity),=,1.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917200,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,3.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917201,CM00560,PARENT0753,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,12.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917202,CM00432,PARENT0754,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,11.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917203,CM00654,PARENT0757,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,6.9,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917204,CM00423,PARENT0759,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,11.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917205,CM00362,PARENT0775,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,2.8,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917206,CM00080,PARENT0778,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,3.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917207,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,132.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917208,CM00460,PARENT0781,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,5.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917209,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,1.7,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917210,CM00282,PARENT0783,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,1.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917211,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,98.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917212,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,4.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917213,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,32.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917214,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,65.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917215,CM00776,PARENT0790,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,12.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917216,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,25.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917217,CM00393,PARENT0792,PMID_39023902,ASSY_CHEMBL5526945,PAM_functional_cAMP,cAMP,Activity,=,10.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_cAMP; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917218,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,0.02,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917219,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,0.08,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917220,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,-1.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917221,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,-0.28,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917222,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,-0.24,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917223,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,0.17,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917224,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,-0.06,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917225,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526946,PAM_functional_betarr,beta-arrestin,log(activity),=,0.11,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917226,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,1.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917227,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,1.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917228,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,0.04,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917229,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,0.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917230,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,0.6,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917231,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,1.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917232,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,0.9,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917233,CM00790,PARENT0791,PMID_39023902,ASSY_CHEMBL5526947,PAM_functional_betarr,beta-arrestin,Activity,=,1.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917234,CM00581,PARENT0793,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,1.89,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917235,CM00754,PARENT0780,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,2.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917236,CM00714,PARENT0782,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,0.37,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917237,CM00147,PARENT0784,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,1.92,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917238,CM00513,PARENT0787,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,1.89,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917239,CM00833,PARENT0788,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,2.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_25917240,CM00757,PARENT0789,PMID_39023902,ASSY_CHEMBL5526948,PAM_functional_betarr,beta-arrestin,log(activity),=,1.91,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
