activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation_recorded,endpoint_relation_human_resolved,potency_nM,potency_bound_interpretation,receptor_species,threshold_convention_note,decision_provenance,notes
ACTL00004,threshold_positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,threshold_positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1900.0,exact EC50 = 1900.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_10958292,threshold_positive,CM00675,PARENT0103,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,EC50,=,=,1819.7,exact EC50 = 1819.7 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.74 (generic negative-log potency)
ACT_25073851,threshold_positive,CM00077,PARENT0307,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,128.82,exact EC50 = 128.82 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_25073852,threshold_positive,CM00479,PARENT0723,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,97.72,exact EC50 = 97.72 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.01 (generic negative-log potency)
ACT_25073853,threshold_positive,CM00707,PARENT0463,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,79.43,exact EC50 = 79.43 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.1 (generic negative-log potency)
ACT_25073854,threshold_positive,CM00845,PARENT0724,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,91.2,exact EC50 = 91.2 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_25073855,threshold_positive,CM00534,PARENT0725,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,41.69,exact EC50 = 41.69 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.38 (generic negative-log potency)
ACT_25073856,threshold_positive,CM00211,PARENT0726,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,85.11,exact EC50 = 85.11 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.07 (generic negative-log potency)
ACT_25073857,threshold_positive,CM00185,PARENT0727,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,43.65,exact EC50 = 43.65 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.36 (generic negative-log potency)
ACT_25073858,threshold_positive,CM00864,PARENT0728,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,102.33,exact EC50 = 102.33 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_25073859,threshold_positive,CM00329,PARENT0729,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,239.88,exact EC50 = 239.88 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_25073860,threshold_positive,CM00249,PARENT0730,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,141.25,exact EC50 = 141.25 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_25073861,threshold_positive,CM00210,PARENT0731,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,60.26,exact EC50 = 60.26 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.22 (generic negative-log potency)
ACT_25073863,threshold_positive,CM00598,PARENT0733,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,512.86,exact EC50 = 512.86 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_25073864,threshold_positive,CM00706,PARENT0734,PMID_28197318,ASSY_CHEMBL5253757,PAM_functional_calcium,calcium,EC50,=,=,56.23,exact EC50 = 56.23 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.25 (generic negative-log potency)
ACT_25844091,threshold_positive,CM00370,PARENT0735,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,885.0,exact EC50 = 885.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_25844092,threshold_positive,CM00639,PARENT0736,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,44.8,exact EC50 = 44.8 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.35 (generic negative-log potency)
ACT_25844093,threshold_positive,CM00596,PARENT0737,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,24.9,exact EC50 = 24.9 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_25844094,threshold_positive,CM00453,PARENT0738,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,166.0,exact EC50 = 166.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.78 (generic negative-log potency)
ACT_25844095,threshold_positive,CM00670,PARENT0739,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,51.1,exact EC50 = 51.1 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.29 (generic negative-log potency)
ACT_25844096,threshold_positive,CM00120,PARENT0740,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,36.3,exact EC50 = 36.3 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.44 (generic negative-log potency)
ACT_25844097,threshold_positive,CM00336,PARENT0741,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,62.9,exact EC50 = 62.9 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.2 (generic negative-log potency)
ACT_25844098,threshold_positive,CM00565,PARENT0742,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,84.2,exact EC50 = 84.2 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_25844099,threshold_positive,CM00853,PARENT0743,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,89.6,exact EC50 = 89.6 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.05 (generic negative-log potency)
ACT_25844100,threshold_positive,CM00539,PARENT0744,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,1059.0,exact EC50 = 1059.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.97 (generic negative-log potency)
ACT_25844101,threshold_positive,CM00135,PARENT0745,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,12.2,exact EC50 = 12.2 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.91 (generic negative-log potency)
ACT_25844102,threshold_positive,CM00514,PARENT0746,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,19.8,exact EC50 = 19.8 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.7 (generic negative-log potency)
ACT_25844103,threshold_positive,CM00842,PARENT0747,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,24.2,exact EC50 = 24.2 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.62 (generic negative-log potency)
ACT_25844104,threshold_positive,CM00648,PARENT0748,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,42.9,exact EC50 = 42.9 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.37 (generic negative-log potency)
ACT_25844105,threshold_positive,CM00668,PARENT0749,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,81.5,exact EC50 = 81.5 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.09 (generic negative-log potency)
ACT_25844106,threshold_positive,CM00508,PARENT0750,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,262.0,exact EC50 = 262.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.58 (generic negative-log potency)
ACT_25844107,threshold_positive,CM00659,PARENT0751,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,28.0,exact EC50 = 28.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.55 (generic negative-log potency)
ACT_25844108,threshold_positive,CM00694,PARENT0282,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,106.0,exact EC50 = 106.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_25844109,threshold_positive,CM00414,PARENT0232,PMID_38888621,ASSY_CHEMBL5504408,PAM_functional_cAMP,cAMP,EC50,=,=,598.0,exact EC50 = 598.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_25844282,threshold_positive,CM00243,PARENT0722,PMID_38888621,ASSY_CHEMBL5504461,PAM_functional_calcium,calcium,EC50,=,=,17.0,exact EC50 = 17.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_26030099,threshold_positive,CM00298,PARENT0796,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,2600.0,exact EC50 = 2600.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.58 (generic negative-log potency)
ACT_26030101,threshold_positive,CM00820,PARENT0798,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,5900.0,exact EC50 = 5900.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.23 (generic negative-log potency)
ACT_26030102,threshold_positive,CM00170,PARENT0799,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,3100.0,exact EC50 = 3100.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.51 (generic negative-log potency)
ACT_26030103,threshold_positive,CM00857,PARENT0800,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1900.0,exact EC50 = 1900.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_26030104,threshold_positive,CM00375,PARENT0801,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1500.0,exact EC50 = 1500.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030105,threshold_positive,CM00766,PARENT0802,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030106,threshold_positive,CM00622,PARENT0803,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,740.0,exact EC50 = 740.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030107,threshold_positive,CM00023,PARENT0804,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,740.0,exact EC50 = 740.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030108,threshold_positive,CM00205,PARENT0805,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,72.0,exact EC50 = 72.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_identity_decisions.jsonl:PARENT0805,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.14 (generic negative-log potency)
ACT_26030110,threshold_positive,CM00627,PARENT0807,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,2500.0,exact EC50 = 2500.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.6 (generic negative-log potency)
ACT_26030111,threshold_positive,CM00292,PARENT0808,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030112,threshold_positive,CM00131,PARENT0809,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1500.0,exact EC50 = 1500.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030113,threshold_positive,CM00411,PARENT0810,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1400.0,exact EC50 = 1400.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.85 (generic negative-log potency)
ACT_26030114,threshold_positive,CM00310,PARENT0811,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030115,threshold_positive,CM00113,PARENT0812,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,700.0,exact EC50 = 700.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.16 (generic negative-log potency)
ACT_26030116,threshold_positive,CM00485,PARENT0813,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,600.0,exact EC50 = 600.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_26030117,threshold_positive,CM00321,PARENT0814,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,590.0,exact EC50 = 590.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_26030118,threshold_positive,CM00340,PARENT0815,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,400.0,exact EC50 = 400.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030119,threshold_positive,CM00319,PARENT0816,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,360.0,exact EC50 = 360.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030120,threshold_positive,CM00405,PARENT0817,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,360.0,exact EC50 = 360.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030121,threshold_positive,CM00267,PARENT0818,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,360.0,exact EC50 = 360.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030122,threshold_positive,CM00657,PARENT0819,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,320.0,exact EC50 = 320.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
ACT_26030123,threshold_positive,CM00709,PARENT0820,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,120.0,exact EC50 = 120.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_identity_decisions.jsonl:PARENT0820,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_26030124,threshold_positive,CM00246,PARENT0821,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,=,110.0,exact EC50 = 110.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
