activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,potency_nM,receptor_species,positive_evidence_type,negative_evidence_type,negative_evidence_tier,negative_evidence_provenance_group,molecule_has_positive,molecule_has_negative,molecule_label_conflict,molecule_strict_label,decision_provenance,notes
ACTL00004,positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,1200.0,human_M4,RU003_human_confirmed_GIRK_thallium,,,,yes,no,no,positive,human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,1900.0,human_M4,RU003_human_confirmed_GIRK_thallium,,,,yes,no,no,positive,human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_26030114,positive,CM00310,PARENT0811,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1200.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030115,positive,CM00113,PARENT0812,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,700.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.16 (generic negative-log potency)
ACT_26030116,positive,CM00485,PARENT0813,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,600.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_26030117,positive,CM00321,PARENT0814,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,590.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_26030118,positive,CM00340,PARENT0815,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,400.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030119,positive,CM00319,PARENT0816,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,360.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030120,positive,CM00405,PARENT0817,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,360.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030121,positive,CM00267,PARENT0818,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,360.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030122,positive,CM00657,PARENT0819,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,320.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
ACT_26030123,positive,CM00709,PARENT0820,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,120.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,human_identity_decisions.jsonl:PARENT0820,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.92 (generic negative-log potency)
ACT_26030124,positive,CM00246,PARENT0821,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,110.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_26030125,positive,CM00829,PARENT0822,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,6000.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.22 (generic negative-log potency)
ACT_26030126,positive,CM00708,PARENT0823,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,400.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030127,positive,CM00072,PARENT0824,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,450.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.35 (generic negative-log potency)
ACT_26030128,positive,CM00407,PARENT0825,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,320.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
ACT_26030129,positive,CM00868,PARENT0826,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,81.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.09 (generic negative-log potency)
ACT_26030130,positive,CM00435,PARENT0827,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,240.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_26030131,positive,CM00271,PARENT0828,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,25.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_26030132,positive,CM00079,PARENT0829,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,29.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_26030133,positive,CM00429,PARENT0830,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1300.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency)
ACT_26030134,positive,CM00440,PARENT0831,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,860.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_26030135,positive,CM00472,PARENT0832,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,510.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_26030136,positive,CM00218,PARENT0833,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,430.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.37 (generic negative-log potency)
ACT_26030137,positive,CM00850,PARENT0834,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,540.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.27 (generic negative-log potency)
ACT_26030138,positive,CM00768,PARENT0835,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,400.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030139,positive,CM00351,PARENT0836,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,190.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.72 (generic negative-log potency)
ACT_26030140,positive,CM00112,PARENT0837,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,150.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.82 (generic negative-log potency)
ACT_26030141,positive,CM00555,PARENT0838,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,65.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.19 (generic negative-log potency)
ACT_26030142,positive,CM00705,PARENT0839,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,83.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_26030143,positive,CM00127,PARENT0840,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,39.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.41 (generic negative-log potency)
ACT_26030146,positive,CM00298,PARENT0796,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,2630.27,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.58 (generic negative-log potency)
ACT_26030148,positive,CM00820,PARENT0798,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,5888.44,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.23 (generic negative-log potency)
ACT_26030149,positive,CM00170,PARENT0799,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,3090.3,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.51 (generic negative-log potency)
ACT_26030150,positive,CM00857,PARENT0800,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1905.46,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_26030151,positive,CM00375,PARENT0801,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1513.56,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030152,positive,CM00766,PARENT0802,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1230.27,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.91 (generic negative-log potency)
ACT_26030153,positive,CM00622,PARENT0803,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,741.31,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030154,positive,CM00023,PARENT0804,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,741.31,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030155,positive,CM00205,PARENT0805,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,72.44,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,human_identity_decisions.jsonl:PARENT0805,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.14 (generic negative-log potency)
ACT_26030157,positive,CM00627,PARENT0807,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,2511.89,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.6 (generic negative-log potency)
ACT_26030158,positive,CM00292,PARENT0808,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1174.9,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.93 (generic negative-log potency)
ACT_26030159,positive,CM00131,PARENT0809,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1548.82,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.81 (generic negative-log potency)
ACT_26030160,positive,CM00411,PARENT0810,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1380.38,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.86 (generic negative-log potency)
ACT_26030161,positive,CM00310,PARENT0811,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1513.56,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030162,positive,CM00113,PARENT0812,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,691.83,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.16 (generic negative-log potency)
ACT_26030163,positive,CM00485,PARENT0813,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,602.56,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_26030164,positive,CM00321,PARENT0814,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,588.84,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_26030165,positive,CM00340,PARENT0815,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,407.38,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency)
ACT_26030166,positive,CM00319,PARENT0816,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,363.08,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030167,positive,CM00405,PARENT0817,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,363.08,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030168,positive,CM00267,PARENT0818,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,354.81,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_26030169,positive,CM00657,PARENT0819,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,323.59,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.49 (generic negative-log potency)
ACT_26030170,positive,CM00709,PARENT0820,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,123.03,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,human_identity_decisions.jsonl:PARENT0820,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_26030171,positive,CM00246,PARENT0821,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,109.65,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_26030172,positive,CM00829,PARENT0822,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,6025.6,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.22 (generic negative-log potency)
ACT_26030173,positive,CM00708,PARENT0823,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,407.38,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.39 (generic negative-log potency)
ACT_26030174,positive,CM00072,PARENT0824,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,457.09,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.34 (generic negative-log potency)
ACT_26030175,positive,CM00407,PARENT0825,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,316.23,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
ACT_26030176,positive,CM00868,PARENT0826,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,81.28,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.09 (generic negative-log potency)
ACT_26030177,positive,CM00435,PARENT0827,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,239.88,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_26030178,positive,CM00271,PARENT0828,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,25.12,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_26030179,positive,CM00079,PARENT0829,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,28.84,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_26030180,positive,CM00429,PARENT0830,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,1318.26,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.88 (generic negative-log potency)
ACT_26030181,positive,CM00440,PARENT0831,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,851.14,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_26030182,positive,CM00472,PARENT0832,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,512.86,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_26030183,positive,CM00218,PARENT0833,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,426.58,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.37 (generic negative-log potency)
ACT_26030184,positive,CM00850,PARENT0834,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,537.03,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.27 (generic negative-log potency)
ACT_26030185,positive,CM00768,PARENT0835,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,398.11,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030186,positive,CM00351,PARENT0836,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,190.55,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.72 (generic negative-log potency)
ACT_26030187,positive,CM00112,PARENT0837,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,151.36,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.82 (generic negative-log potency)
ACT_26030188,positive,CM00555,PARENT0838,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,64.57,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.19 (generic negative-log potency)
ACT_26030189,positive,CM00705,PARENT0839,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,83.18,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_26030190,positive,CM00127,PARENT0840,PMID_39140069,ASSY_CHEMBL5582321,PAM_functional_calcium,calcium,EC50,=,38.9,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.41 (generic negative-log potency)
ACT_10958294,negative,CM00256,PARENT0105,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,pEC50,,,Homo sapiens,,B_database_text_confirmed_inactive,B_database_text_confirmed_inactive,G_database_text_RU004,no,yes,no,negative,human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958294;negative_set_purity_audit.csv:ACT_10958294,raw ChEMBL 'Not Active' in confirmed human M4 PAM screen; primary per-compound entry not manually verified (database-text tier)
ACT_10958297,negative,CM00354,PARENT0108,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,pEC50,,,Homo sapiens,,B_database_text_confirmed_inactive,B_database_text_confirmed_inactive,G_database_text_RU004,no,yes,no,negative,human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958297;negative_set_purity_audit.csv:ACT_10958297,raw ChEMBL 'Not Active' in confirmed human M4 PAM screen; primary per-compound entry not manually verified (database-text tier)
ACT_10958299,negative,CM00359,PARENT0110,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,pEC50,,,Homo sapiens,,B_database_text_confirmed_inactive,B_database_text_confirmed_inactive,G_database_text_RU004,no,yes,no,negative,human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958299;negative_set_purity_audit.csv:ACT_10958299,raw ChEMBL 'Not Active' in confirmed human M4 PAM screen; primary per-compound entry not manually verified (database-text tier)
ACT_10958302,negative,CM00341,PARENT0113,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,pEC50,,,Homo sapiens,,B_database_text_confirmed_inactive,B_database_text_confirmed_inactive,G_database_text_RU004,no,yes,no,negative,human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958302;negative_set_purity_audit.csv:ACT_10958302,raw ChEMBL 'Not Active' in confirmed human M4 PAM screen; primary per-compound entry not manually verified (database-text tier)
ACT_10958304,negative,CM00602,PARENT0115,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,pEC50,,,Homo sapiens,,B_database_text_confirmed_inactive,B_database_text_confirmed_inactive,G_database_text_RU004,no,yes,no,negative,human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958304;negative_set_purity_audit.csv:ACT_10958304,raw ChEMBL 'Not Active' in confirmed human M4 PAM screen; primary per-compound entry not manually verified (database-text tier)
