activity_id,parent_id,source_id,series_id,assay_id,receptor_species,assay_type,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,legacy_potency_type,endpoint_relation,legacy_pharmacological_class,quantitative_validity,v21_modeling_role,v21_exclusion_reason,potency_nM,pPotency,endpoint_value,endpoint_unit,efficacy_pct,fold_shift,modulation_direction,intrinsic_activity,evidence_tier,source_location,activity_comment,notes,raw_text_value,raw_standard_text_value,raw_activity_comment,qualitative_result,qualitative_result_source,qualitative_result_confidence,evidence_supported_role,evidence_supported_role_basis,v21_human_review_status,v21_human_review_unit_id,v21_human_review_decision,v21_human_review_decision_detail,compound_id,chembl_molecule_id,canonical_molecule_id,canonical_inchikey,assay_family,assay_context,final_target_valid,final_species_valid,final_identity_valid,final_direction,final_quantitative_type,final_modeling_role,final_exclusion_reason,potency_regression_eligible,pam_binary_eligible,threshold_10uM_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,fc2_divergent_group_id,fc2_divergent_classification,fc2_divergent_disposition
ACT_25917224,PARENT0789,PMID_39023902,,ASSY_CHEMBL5526946,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,-0.06,,,,,unknown,EXTENDED,"ChEMBL activity 25917224 (assay CHEMBL5526946, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549870,CHEMBL5549870,CM00757,WNZLQODNRODUJT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917225,PARENT0791,PMID_39023902,,ASSY_CHEMBL5526946,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,0.11,,,,,unknown,EXTENDED,"ChEMBL activity 25917225 (assay CHEMBL5526946, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5557445,CHEMBL5557445,CM00790,XJFAFGXKHOKYMG-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917226,PARENT0793,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,1.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917226 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549942,CHEMBL5549942,CM00581,QYRKWQCGSRKPKT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917227,PARENT0780,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,1.2,,,,,unknown,EXTENDED,"ChEMBL activity 25917227 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5562007,CHEMBL5562007,CM00754,WLHNUUUYHZSCQR-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917228,PARENT0782,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,0.04,,,,,unknown,EXTENDED,"ChEMBL activity 25917228 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5542715,CHEMBL5542715,CM00714,VJTGADFEQXJYNZ-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917229,PARENT0784,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,0.5,,,,,unknown,EXTENDED,"ChEMBL activity 25917229 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5542502,CHEMBL5542502,CM00147,FBICMPVSUYGPGO-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917230,PARENT0787,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,0.6,,,,,unknown,EXTENDED,"ChEMBL activity 25917230 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5556461,CHEMBL5556461,CM00513,OTVBQJDQUQUHRS-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917231,PARENT0788,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,1.5,,,,,unknown,EXTENDED,"ChEMBL activity 25917231 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5561475,CHEMBL5561475,CM00833,YQSHWHJGEOEGSR-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917232,PARENT0789,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,0.9,,,,,unknown,EXTENDED,"ChEMBL activity 25917232 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549870,CHEMBL5549870,CM00757,WNZLQODNRODUJT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917233,PARENT0791,PMID_39023902,,ASSY_CHEMBL5526947,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,1.3,,,,,unknown,EXTENDED,"ChEMBL activity 25917233 (assay CHEMBL5526947, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5557445,CHEMBL5557445,CM00790,XJFAFGXKHOKYMG-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917234,PARENT0793,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,1.89,,,,,unknown,EXTENDED,"ChEMBL activity 25917234 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549942,CHEMBL5549942,CM00581,QYRKWQCGSRKPKT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917235,PARENT0780,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,2.3,,,,,unknown,EXTENDED,"ChEMBL activity 25917235 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5562007,CHEMBL5562007,CM00754,WLHNUUUYHZSCQR-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917236,PARENT0782,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,0.37,,,,,unknown,EXTENDED,"ChEMBL activity 25917236 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5542715,CHEMBL5542715,CM00714,VJTGADFEQXJYNZ-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917237,PARENT0784,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,1.92,,,,,unknown,EXTENDED,"ChEMBL activity 25917237 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5542502,CHEMBL5542502,CM00147,FBICMPVSUYGPGO-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917238,PARENT0787,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,1.89,,,,,unknown,EXTENDED,"ChEMBL activity 25917238 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5556461,CHEMBL5556461,CM00513,OTVBQJDQUQUHRS-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917239,PARENT0788,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,2.1,,,,,unknown,EXTENDED,"ChEMBL activity 25917239 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5561475,CHEMBL5561475,CM00833,YQSHWHJGEOEGSR-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917240,PARENT0789,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,1.91,,,,,unknown,EXTENDED,"ChEMBL activity 25917240 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549870,CHEMBL5549870,CM00757,WNZLQODNRODUJT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917241,PARENT0791,PMID_39023902,,ASSY_CHEMBL5526948,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,log(activity),log(activity),=,other_context,exact,auxiliary,,,,2.1,,,,,unknown,EXTENDED,"ChEMBL activity 25917241 (assay CHEMBL5526948, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5557445,CHEMBL5557445,CM00790,XJFAFGXKHOKYMG-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917242,PARENT0793,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,78.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917242 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549942,CHEMBL5549942,CM00581,QYRKWQCGSRKPKT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917243,PARENT0780,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,200.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917243 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5562007,CHEMBL5562007,CM00754,WLHNUUUYHZSCQR-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917244,PARENT0782,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,2.2,,,,,unknown,EXTENDED,"ChEMBL activity 25917244 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5542715,CHEMBL5542715,CM00714,VJTGADFEQXJYNZ-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917245,PARENT0784,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,83.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917245 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5542502,CHEMBL5542502,CM00147,FBICMPVSUYGPGO-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917246,PARENT0787,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,78.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917246 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5556461,CHEMBL5556461,CM00513,OTVBQJDQUQUHRS-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917247,PARENT0788,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,126.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917247 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5561475,CHEMBL5561475,CM00833,YQSHWHJGEOEGSR-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917248,PARENT0789,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,81.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917248 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5549870,CHEMBL5549870,CM00757,WNZLQODNRODUJT-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_25917249,PARENT0791,PMID_39023902,,ASSY_CHEMBL5526949,Homo sapiens,functional,PAM_functional_betarr,Flp-In-CHO,,,Activity,Activity,=,other_context,exact,auxiliary,,,,126.0,,,,,unknown,EXTENDED,"ChEMBL activity 25917249 (assay CHEMBL5526949, doc CHEMBL5523758)",,cat=PAM_functional_betarr; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency),,,,,,,auxiliary,v2_audit_auxiliary,,,,,CMP_CHEMBL_CHEMBL5557445,CHEMBL5557445,CM00790,XJFAFGXKHOKYMG-UHFFFAOYSA-N,beta-arrestin,PAM_functional_betarr|Flp-In-CHO||,yes,yes,yes,PAM_context,not_quantitative,auxiliary,,no,no,no,,,,,,,
ACT_26030097,PARENT0794,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,Activity,Activity,,other_context,missing,not_quantitative,missing_quantitative_value,,,,,,,,unknown,EXTENDED,"ChEMBL activity 26030097 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling,,,,,,,not_quantitative_unresolved,v2_audit_not_quantitative,,,,,CMP_CHEMBL_CHEMBL5594306,CHEMBL5594306,CM00161,FJECGNZZPZFVCX-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,unresolved,not_quantitative,not_quantitative_unresolved,non-quantitative unresolved record,no,no,no,,,,,,,
ACT_26030098,PARENT0795,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,>,inactive_tested,censored,potency,,10000.0,,10000.0,nM,,,inactive,unknown,CORE,"ChEMBL activity 26030098 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration,,,,,,,explicit_inactive_no_potentiation,v2_audit_inactive_tested,,,,,CMP_CHEMBL_CHEMBL5590044,CHEMBL5590044,CM00473,NQASDSUCDKRWCR-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,right_censored_no_potency_within_assay_range,censored,threshold_only_bound,right-censored threshold-specific negative,no,no,yes,,,,negative_set_purity_audit.csv:ACT_26030098,,,
ACT_26030099,PARENT0796,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,2600.0,5.585,2600.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 26030099 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.58 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL5584081,CHEMBL5584081,CM00298,JADMTCROWXWLPT-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_26030100,PARENT0797,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,>,inactive_tested,censored,potency,,10000.0,,10000.0,nM,,,inactive,unknown,CORE,"ChEMBL activity 26030100 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved; assay-context negative result; same parent has PAM evidence in other assay contexts - not a parent-level inactivity declaration,,,,,,,explicit_inactive_no_potentiation,v2_audit_inactive_tested,,,,,CMP_CHEMBL_CHEMBL5594672,CHEMBL5594672,CM00761,WPPJIDDNUWVQLO-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,right_censored_no_potency_within_assay_range,censored,threshold_only_bound,right-censored threshold-specific negative,no,no,yes,,,,negative_set_purity_audit.csv:ACT_26030100,,,
ACT_26030101,PARENT0798,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,5900.0,5.2291,5900.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 26030101 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.23 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL5590783,CHEMBL5590783,CM00820,YCAQGIGNBZMOFW-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_26030102,PARENT0799,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,3100.0,5.5086,3100.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 26030102 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.51 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL5592513,CHEMBL5592513,CM00170,FNWVAYJGTYIYFD-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_26030103,PARENT0800,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,1900.0,5.7212,1900.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 26030103 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL5592655,CHEMBL5592655,CM00857,ZPPMMXGFNXTMBU-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_26030104,PARENT0801,PMID_39140069,,ASSY_CHEMBL5582321,Homo sapiens,functional,PAM_functional_calcium,CHO,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,1500.0,5.8239,1500.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 26030104 (assay CHEMBL5582321, doc CHEMBL5579875)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL5592410,CHEMBL5592410,CM00375,KWODWRPFOVCMNP-UHFFFAOYSA-N,calcium,PAM_functional_calcium|CHO|acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
